ProjectName,Watershed,Scenario,Climate,ClimStation,WeppID,WeppChnID,TopazID,Length (m),Channel Area (ha),Contributing Channel Area (ha),Discharge (mm),Sediment Yield (tonne),Channel Erosion (tonne),Width,Order,Slope,Landuse,LanduseDesc,Soil,SoilDesc,ChannelType,Solub. React. P (kg/ha),Particulate P (kg/ha),Total P (kg/ha)
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,233,1367,2614,242.1320344,0.726396103,62.16,2540.275097,21.4,0,1,1,0.001,100,Tahoe Bare,61880,Water,Default,8.12229027,29.46051047,37.58280074
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,234,1368,2604,144.8528137,0.434558441,11.17,2522.223814,3.7,0,1,1,0.001,100,Tahoe Bare,61880,Water,Default,2.301186458,8.514389893,10.81557635
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,235,1369,2594,471.8376618,1.415512986,121.31,2541.37738,18.9,0,2,2,0.001,100,Tahoe Bare,61880,Water,Default,8.265554693,13.35204989,21.61760458
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,236,1370,2584,102.4264069,0.307279221,205.59,2546.317525,28,0,2,2,0.001,100,Tahoe Bare,61880,Water,Default,66.3891296,91.12233474,157.5114643
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,237,1371,2574,60,0.18,215.98,2550.040004,14.6,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,120,81.11111111,201.1111111
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,238,1372,2564,84.85281374,0.254558441,407.76,2583.391358,207.6,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,159.4918629,815.529821,975.4145209
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,239,1373,2554,501.8376618,1.505512986,14,2552.095,3.2,0.0002,1,1,0.007500127,100,Tahoe Bare,61880,Water,Default,0.929915593,2.125521354,3.055436947
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,240,1374,2544,204.8528137,0.614558441,450.06,2581.517175,207.9,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,73.06058625,338.2916677,411.352254
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,241,1375,2534,174.8528137,0.524558441,472.38,2581.134277,205.4,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,90.17107777,391.5674286,481.7385064
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,242,1376,2524,84.85281374,0.254558441,499.08,2583.411056,285.7,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,196.8113874,1122.335597,1319.146984
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,243,1377,2514,411.8376618,1.235512986,18.85,2567.223873,0.7,0.001,1,1,0.008293333,100,Tahoe Bare,61880,Water,Default,1.537822769,0.566566283,2.104389052
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,244,1378,2504,60,0.18,518.13,2582.775346,207.3,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,288.8888889,1151.666667,1441.111111
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,245,1379,2494,157.2792206,0.471837662,548.78,2583.323427,204.8,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,116.5655149,434.04759,550.6131049
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,246,1380,2484,731.5432893,2.194629868,13.48,2567.89095,1.3,0,1,1,0.05175463,100,Tahoe Bare,61880,Water,Default,0.592355011,0.592355011,1.230275792
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,247,1381,2474,754.2640687,2.262792206,17.9,2570.360335,7.3,0.0007,1,1,0.081526966,118,Tahoe Moderate Severity Fire,61880,Water,Default,0.795477373,3.22610268,3.977386865
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,248,1382,2454,556.6904756,1.670071427,11.13,2578.171608,2.7,0,1,1,0.052637188,100,Tahoe Bare,61880,Water,Default,0.658654464,1.61669732,2.275351784
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,249,1383,2444,60,0.18,42.51,2571.88685,0.7,0,1,1,0.001,100,Tahoe Bare,61880,Water,Default,23.33333333,3.888888889,27.22222222
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,250,1384,2434,282.4264069,0.847279221,592.42,2582.509959,198.2,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,70.10675885,233.9252459,303.9139799
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,251,1385,2424,169.7056275,0.509116882,729.84,2586.221076,206.8,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,146.5282385,406.1935621,552.7218006
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,252,1386,2414,84.85281374,0.254558441,768.74,2586.244725,214.1,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,311.1269837,841.0642325,1152.584053
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,253,1387,2404,893.9696962,2.681909089,53.01,2565.415393,1.3,0,1,1,0.004552555,100,Tahoe Bare,61787-Volcanic-100,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,1.976204198,0.484729332,2.423646658
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,254,1388,2394,72.42640687,0.217279221,826.53,2584.471768,212.2,0,2,3,0.001,100,Tahoe Bare,61880,Water,Default,390.7414605,976.6235326,1367.364993
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,255,1389,2384,561.8376618,1.685512986,862.17,2583.528341,214,0,2,3,0.012199977,118,Tahoe Moderate Severity Fire,61788-Volcanic-118,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,52.80291565,126.964314,179.7672297
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,256,1390,2374,120,0.36,11.62,2533.521515,18.9,0.0034,1,1,0.03733,118,Tahoe Moderate Severity Fire,61788-Volcanic-118,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,3.055555556,52.5,55.55555556
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,257,1391,2364,144.8528137,0.434558441,877.33,2582.704535,212.4,0,2,3,0.001,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,208.0272558,488.7720036,697.029378
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,258,1392,2354,259.7056275,0.779116882,910.44,2582.052184,285.4,0.2849,2,3,0.056702755,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,120.1360182,366.3121753,486.4481935
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,259,1393,2344,766.6904756,2.300071427,943.64,2580.946982,309.8,9.6751,2,3,0.099476204,118,Tahoe Moderate Severity Fire,61829-Volcanic-118,"Rock outcrop-Rubble land complex, very steep (UWB)",Default,42.04217264,134.6914693,176.7771189
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,260,1394,2334,114.8528137,0.344558441,12.43,2543.565567,4.9,0,1,1,0.096090712,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,3.482718333,14.22109986,17.41359166
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,261,1395,2324,422.1320344,1.266396103,45.4,2571.639427,47.6,0.0043,1,1,0.067243702,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,3.632354829,37.58697605,41.21933088
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,262,1396,2314,432.4264069,1.297279221,27.13,2586.524512,9.6,0.0129,1,1,0.2591868,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,2.312532223,7.400103114,9.712635337
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,263,1397,2304,542.1320344,1.626396103,97.16,2569.325854,61,0.0002,1,1,0.093310474,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,6.087078038,37.50623842,43.59331645
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,264,1398,2294,579.411255,1.738233765,13.2,2582.471212,3.1,0.0014,1,1,0.233684124,118,Tahoe Moderate Severity Fire,61788-Volcanic-118,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,0.747885599,1.783419505,2.531305103
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,265,1399,2284,289.7056275,0.869116882,113.66,2569.916945,65.2,1.337,2,2,0.09030269,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,13.34688145,75.01867852,88.36555997
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,266,1400,2274,272.1320344,0.816396103,127.49,2566.925798,72.2,2.6885,2,2,0.078073186,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,15.80115333,88.43746281,104.1161266
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,267,1401,2264,204.8528137,0.614558441,14.06,2555.278805,22.6,0,1,1,0.119087738,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,2.278058369,36.77437081,39.05242918
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,268,1402,2254,120,0.36,142.03,2565.501514,104.2,9.4725,2,2,0.107776667,118,Tahoe Moderate Severity Fire,61829-Volcanic-118,"Rock outcrop-Rubble land complex, very steep (UWB)",Default,39.72222222,289.4444444,329.1666667
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,269,1403,2244,169.7056275,0.509116882,11.63,2600.010318,15.6,0.022,1,1,0.352766667,118,Tahoe Moderate Severity Fire,61786-Volcanic-118,"Kinzel-Lastance-Rubble land association, very steep (SPM)",Default,2.160604054,30.64129385,32.99831646
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,270,1404,2234,102.4264069,0.307279221,11.53,2619.162186,6.3,0.0049,1,1,0.338781328,118,Tahoe Moderate Severity Fire,61786-Volcanic-118,"Kinzel-Lastance-Rubble land association, very steep (SPM)",Default,4.556116737,20.50252532,25.05864205
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,271,1405,2224,923.9696962,2.771909089,38.82,2590.04611,22,0.0712,1,1,0.244818536,118,Tahoe Moderate Severity Fire,61788-Volcanic-118,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,1.479124989,7.936768233,9.415893222
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,272,1406,2214,72.42640687,0.217279221,183.47,2570.182918,127.6,0.0002,2,2,0.11078,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,86.06437352,587.262784,673.3271575
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,273,1407,2204,374.5584412,1.123675324,1134.47,2578.836241,438.4,0.6849,2,3,0.056612989,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,103.4106539,390.1482846,493.4699448
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,274,1408,2194,144.8528137,0.434558441,11.71,2540.92912,2.6,0,1,1,0.111356188,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,2.761423749,5.98308479,8.744508539
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,275,1409,2184,326.9848481,0.980954544,1165.81,2577.59013,453.7,0.0174,3,4,0.048604906,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,121.6162366,462.5086887,584.1249254
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,276,1410,2174,367.2792206,1.101837662,21.01,2611.298429,66.2,0.0084,1,1,0.274795285,118,Tahoe Moderate Severity Fire,61787-Volcanic-118,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,1.905906898,60.08144602,62.07811039
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,277,1411,2164,42.42640687,0.127279221,1188.63,2578.083819,516.3,0.0001,3,4,0.01179,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,955.3798288,4056.435901,5011.81573
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,278,1412,2154,247.2792206,0.741837662,25.31,2609.807191,144.6,0.0534,1,1,0.303310509,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,3.504809925,194.921352,198.4261619
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,279,1413,2144,114.8528137,0.344558441,1227.84,2579.071239,615,0,3,4,0.00780881,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,364.2342923,1784.893146,2149.417664
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,280,1414,2134,174.8528137,0.524558441,11.63,2609.539983,79.6,0,1,1,0.14861299,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,2.287638337,151.7466763,154.0343147
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,281,1415,2124,144.8528137,0.434558441,1240.68,2579.289075,695.9,4.4143,3,4,0.032387753,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,292.0205615,1601.395656,1893.416217
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,282,1416,2114,204.8528137,0.614558441,23.24,2605.222892,131.1,0,1,1,0.103762341,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,3.742524463,213.3238944,217.0664188
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,283,1417,2104,264.8528137,0.794558441,1287.13,2579.304554,831,0.1679,3,4,0.055657485,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,165.6265835,1045.863912,1211.490496
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,284,1418,2094,174.8528137,0.524558441,1392.02,2575.449879,1951.2,0.0001,3,4,0.012985281,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,269.1787776,3719.699936,3988.878713
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,285,1419,2084,1867.64502,5.60293506,57.16,2628.195591,1.7,0.3204,1,1,0.25193434,118,Tahoe Moderate Severity Fire,61788-Volcanic-118,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,1.124410676,0.303412405,1.427823081
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,286,1420,2074,217.2792206,0.651837662,1458.06,2577.112231,1956.2,0.4142,3,4,0.054732568,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,227.5106344,3001.053966,3228.5646
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,287,1421,2064,422.1320344,1.266396103,18.85,2526.939523,4.1,0.0059,1,1,0.239845686,118,Tahoe Moderate Severity Fire,61785-Volcanic-118,"Kinzel-Divers-Goodlow association, steep (SPM)",Default,1.421356237,3.237533652,4.658889889
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,288,1422,2054,609.411255,1.828233765,1518.4,2573.18939,1980.2,0.0287,3,4,0.043506727,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,84.23430469,1083.121884,1167.356189
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,289,1423,2044,517.2792206,1.551837662,25.88,2514.131762,7.7,0.001,1,1,0.160822782,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,1.675432981,4.961859213,6.637292194
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,290,1424,2034,332.1320344,0.996396103,1573.36,2570.121981,2028.6,0,3,4,0.019888037,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,159.8761773,2035.937308,2195.813485
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,291,1425,2024,1416.396103,4.249188309,97.34,2645.296692,214.2,1.9944,1,1,0.242986831,118,Tahoe Moderate Severity Fire,61788-Volcanic-118,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,2.329856735,50.40962754,52.76301818
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,292,1426,2014,476.9848481,1.430954544,23.45,2638.18678,129.8,0.0155,1,1,0.268381705,118,Tahoe Moderate Severity Fire,61788-Volcanic-118,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,1.53743528,90.7086815,92.24611678
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,293,1427,2004,646.6904756,1.940071427,132.82,2631.139211,352.6,8.3265,1,1,0.127140988,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,6.906962195,181.7458858,188.652848
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,294,1428,1994,217.2792206,0.651837662,1719.48,2573.960773,2421.4,0.0023,3,4,0.035168284,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,266.7842167,3714.728592,3981.512809
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,295,1429,1984,569.1168825,1.707350647,13.83,2610.650036,99.9,0.0001,1,1,0.163982614,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,0.761413598,58.51170652,59.27312012
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,296,1430,1964,424.2640687,1.272792206,14.35,2594.477352,5.8,0.0001,1,1,0.126493333,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,1.178511302,4.556910368,5.73542167
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,297,1431,1954,212.1320344,0.636396103,1777.25,2574.110063,2551.8,0.0044,3,4,0.0383,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,282.371308,4009.766854,4292.138162
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,298,1432,1944,399.411255,1.198233765,17.77,2582.152504,2.8,0.001,1,1,0.149914752,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,1.418754879,2.336772742,3.83898379
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,299,1433,1934,204.8528137,0.614558441,1810.74,2573.22794,2558.4,0.0132,3,4,0.032017435,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,297.7747725,4162.98895,4460.763723
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,300,1434,1924,1470.365799,4.411097398,32.37,2654.403769,10.4,0.0026,1,1,0.194277753,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,0.770783253,2.357689949,3.128473202
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,301,1435,1914,409.7056275,1.229116882,18.13,2562.725869,0.9,0,1,1,0.12641905,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,1.464466094,0.732233047,2.278058369
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,302,1436,1904,102.4264069,0.307279221,51.95,2617.158422,11.9,0.3951,1,1,0.41834,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,17.57359313,38.72699227,56.30058539
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,303,1437,1894,759.411255,2.278233765,1915.47,2571.031256,2595.6,15.4155,3,4,0.072885218,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,85.28536579,1139.303631,1224.545103
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,304,1438,1884,84.85281374,0.254558441,2110.81,2554.029036,2674.5,34.608,3,4,0.02828,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,836.7430244,10506.42826,11343.17128
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,305,1439,1874,247.2792206,0.741837662,23.87,2380.28362,0.1,0.0288,1,1,0.309511277,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,3.639610307,0.134800382,3.774410689
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,306,1440,1864,586.6904756,1.760071427,2164.29,2548.365566,3095.2,2.525,3,4,0.034017528,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,123.9154256,1758.564995,1882.480421
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,307,1441,1854,572.1320344,1.716396103,2218.99,2541.613748,3534.8,147.7422,3,4,0.121809061,118,Tahoe Moderate Severity Fire,61859-Volcanic-118,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,130.2729595,2059.431383,2189.704342
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,308,1442,1844,959.1168825,2.877350647,38.53,2460.263691,0,0,1,1,0.075788938,118,Tahoe Moderate Severity Fire,61784-Volcanic-118,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",Default,1.320659338,0,1.320659338
portland_BRnearMultnoma_ModSevS.202203.chn_cs200,BullRunNearMultnomah,ModSevS,CLIGEN,BonnevilleDam,309,1443,1834,102.4264069,0.307279221,13.51,2653.042191,2.2,0.0001,1,1,0.208927794,101,Tahoe Sod Grass,61785-Volcanic-101,"Kinzel-Divers-Goodlow association, steep (SPM)",Default,4.556116737,7.159612015,11.71572875
