ProjectName,Scenario,Watershed,WeppID,TopazID,Landuse,Soil,Length (m),Hillslope Area (ha),Runoff (mm),Soil Loss (kg/ha),Sediment Deposition (kg/ha),Sediment Yield (kg/ha),Width (m),Slope,LanduseDesc,SoilDesc,"Solub. React. P (kg/ha,3)","Particulate P (kg/ha,3)","Total P (kg/ha,3)",Particle Class 1 Fraction,Particle Class 2 Fraction,Particle Class 3 Fraction,Particle Class 4 Fraction,Particle Class 5 Fraction,Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (kg/ha)
portland_DeerCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_DeerCreek_CurCond.202010.cl532,29,143,102,61857-Volcanic-102-h_low,54.852813742385706,0.63,82.25238095238096,0.0,0.0,0.0,114.85281374238569,0.15258509837448214,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.11111111111111112,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_DeerCreek_CurCond.202010.cl532,30,151,102,61857-Volcanic-102-h_low,272.53811073794327,10.17,284.72713864306786,0.0,0.0,0.0,373.15882070448777,0.11582903140534972,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.11799410029498525,0.0,0.11799410029498525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_DeerCreek_CurCond.202010.cl532,31,152,102,61857-Volcanic-102-h_low,18.639610306789276,0.54,46.818518518518516,0.0,0.0,0.0,289.7056274847714,0.07929416666666667,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_DeerCreek_CurCond.202010.cl532,32,153,102,61857-Volcanic-102-h_low,37.27922061357855,1.08,64.32222222222222,0.0,0.0,0.0,289.7056274847714,0.11903287966878788,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_DeerCreek_CurCond.202010.cl532,33,161,102,61857-Volcanic-102-h_low,388.529489991929,10.8,317.29083333333335,0.0,0.0,0.0,277.97117794647585,0.11482268639484647,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.11944444444444444,0.0,0.11944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_DeerCreek_CurCond.202010.cl532,34,162,102,61857-Volcanic-102-h_low,95.77053157451061,16.2,90.59882716049383,0.0,0.0,0.0,1691.543289325507,0.21811385707812697,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.10432098765432099,0.0,0.10432098765432099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_DeerCreek_CurCond.202010.cl532,35,163,102,61857-Volcanic-102-h_low,112.26434534567632,18.99,179.71779884149555,0.0,0.0,0.0,1691.543289325507,0.12375304921884006,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.10953133228014746,0.0,0.10953133228014746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,1,22,102,61863-Volcanic-102-h_low,104.20882304405376,4.14,1.7239130434782608,0.0,0.0,0.0,397.27922061357856,0.2071003150932365,Tahoe Old Forest,"Bull Run silt loam, 30 to 60 percent slopes (SPM)",0.03864734299516909,0.0,0.03864734299516909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,2,23,102,61862-Volcanic-102-h_low,54.36982071863674,2.16,1.1430555555555555,0.0,0.0,0.0,397.27922061357856,0.18606741199447302,Tahoe Old Forest,"Bull Run silt loam, 15 to 30 percent slopes (SPM)",0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,3,32,102,61863-Volcanic-102-h_low,145.58441227157113,3.6,1.7625,0.0,0.0,0.0,247.2792206135785,0.3319700726052744,Tahoe Old Forest,"Bull Run silt loam, 30 to 60 percent slopes (SPM)",0.03888888888888889,0.0,0.03888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,4,33,102,61863-Volcanic-102-h_low,109.18830920367834,2.7,1.722962962962963,0.0,0.0,0.0,247.2792206135785,0.2572547852547815,Tahoe Old Forest,"Bull Run silt loam, 30 to 60 percent slopes (SPM)",0.04074074074074074,0.0,0.04074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,5,42,102,61786-Volcanic-102-h_high,191.72170601268974,29.16,2.5342592592592594,0.0,0.0,0.0,1520.9545442950496,0.387970620457042,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.03429355281207133,0.0,0.03429355281207133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,6,43,102,61862-Volcanic-102-h_high,238.4686651947962,36.27,7.942597187758478,0.0,0.0,0.0,1520.9545442950496,0.3239639065947634,Tahoe Old Forest,"Bull Run silt loam, 15 to 30 percent slopes (SPM)",0.027570995312930793,0.0,0.027570995312930793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,7,51,102,61857-Volcanic-102-h_low,364.36948755482587,10.89,30.744628099173553,0.0,0.0,0.0,298.87244601845003,0.1522091053370297,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.06152433425160698,0.0,0.06152433425160698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,8,52,102,61786-Volcanic-102-h_high,5.147186257614296,0.18,0.5666666666666667,0.0,0.0,0.0,349.70562748477147,0.52333,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.05555555555555556,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,9,53,102,61857-Volcanic-102-h_low,61.766235091371556,2.16,3.2893518518518516,0.0,0.0,0.0,349.70562748477147,0.43758208605219817,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.06018518518518518,0.0,0.06018518518518518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,10,62,102,61786-Volcanic-102-h_high,272.00014156288654,9.99,6.857857857857858,0.0,0.0,0.0,367.27922061357856,0.40823800984703384,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.04104104104104104,0.0,0.04104104104104104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,11,63,102,61786-Volcanic-102-h_high,178.88297598279925,6.57,2.688736681887367,0.0,0.0,0.0,367.27922061357856,0.4831347698099841,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.04261796042617961,0.0,0.04261796042617961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,12,72,102,61786-Volcanic-102-h_high,268.8755473577523,29.43,10.2357458375807,0.0,0.0,0.0,1094.5584412271571,0.5042099775060865,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.04960924226979273,0.0,0.04960924226979273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,13,73,102,61786-Volcanic-102-h_high,239.27456966699057,26.19,14.620427644138985,0.0,0.0,0.0,1094.5584412271571,0.2890582702573216,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.049255441008018326,0.0,0.049255441008018326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,14,82,102,61786-Volcanic-102-h_moderate,300.0,0.9,28.233333333333334,0.0,0.0,0.0,30.0,0.259275,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.05555555555555556,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,15,92,102,61786-Volcanic-102-h_high,480.0,1.44,38.83680555555556,0.0,0.0,0.0,30.0,0.4241371428571428,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.05555555555555556,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,16,101,102,61785-Volcanic-102-h_low,454.1780330222541,10.17,66.9598820058997,0.0,0.0,0.0,223.92100146996066,0.2153424192647199,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.08751229105211407,0.0,0.08751229105211407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,17,102,102,61857-Volcanic-102-h_low,101.83320498157896,5.49,35.520765027322405,0.0,0.0,0.0,539.1168824543144,0.24004874447013538,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08014571948998178,0.0,0.08014571948998178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,18,103,102,61785-Volcanic-102-h_low,58.428888104184644,3.15,13.372380952380952,0.0,0.0,0.0,539.1168824543144,0.22801172294915062,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.08253968253968255,0.0,0.08253968253968255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,19,111,102,61785-Volcanic-102-h_low,360.18666666666667,10.53,57.563817663817666,0.0,0.0,0.0,292.3484119345525,0.23000971438792878,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.08547008547008547,0.0,0.08547008547008547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,20,112,102,61857-Volcanic-102-h_low,97.6758526888697,2.88,19.452083333333334,0.0,0.0,0.0,294.8528137423857,0.35314353006437915,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.07986111111111112,0.0,0.07986111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,21,113,102,61857-Volcanic-102-h_low,67.15214872359792,1.98,9.972222222222221,0.0,0.0,0.0,294.8528137423857,0.3517935487583172,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08080808080808081,0.0,0.08080808080808081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,22,121,102,61838-Volcanic-102-h_low,213.17220543806647,11.16,58.129390681003585,0.0,0.0,0.0,523.5204081632653,0.2235569840319842,Tahoe Old Forest,"Talapus-Lastance association, steep (SPM)",0.08960573476702509,0.0,0.08960573476702509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,23,122,102,61785-Volcanic-102-h_low,79.39560156855053,8.19,21.125885225885227,0.0,0.0,0.0,1031.543289325507,0.23759852382346774,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.08424908424908424,0.0,0.08424908424908424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,24,123,102,61785-Volcanic-102-h_low,116.91220450753595,12.06,34.23001658374793,0.0,0.0,0.0,1031.543289325507,0.2197567650410948,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.0845771144278607,0.0,0.0845771144278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,25,132,102,61786-Volcanic-102-h_moderate,270.2743494484445,31.32,37.59390166028097,0.0,0.0,0.0,1158.8225099390856,0.2578520520835563,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.06353767560664113,0.0,0.06353767560664113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,26,133,102,61786-Volcanic-102-h_high,175.52299705559903,20.34,14.26504424778761,0.0,0.0,0.0,1158.8225099390856,0.33937347320539846,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.056047197640117986,0.0,0.056047197640117986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,27,142,102,61785-Volcanic-102-h_low,129.70562748477138,6.12,44.632516339869284,0.0,0.0,0.0,471.8376618407358,0.17205493327694132,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.08496732026143791,0.0,0.08496732026143791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,28,143,102,61857-Volcanic-102-h_low,280.3930476509028,13.23,98.38102796674225,0.0,0.0,0.0,471.8376618407358,0.12243008632353068,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08465608465608467,0.0,0.08465608465608467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,29,151,102,61785-Volcanic-102-h_low,155.58139534883722,10.08,49.84097222222222,0.0,0.0,0.0,647.8923766816143,0.25204779228386165,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.09027777777777778,0.0,0.09027777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,30,152,102,61785-Volcanic-102-h_low,316.5519548432792,11.07,67.4093044263776,0.0,0.0,0.0,349.70562748477147,0.16793051878084886,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.08762420957542909,0.0,0.08762420957542909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,31,161,102,61785-Volcanic-102-h_low,268.7865168539326,17.46,75.07233676975945,0.0,0.0,0.0,649.5861550037622,0.20079350248287256,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.09221076746849943,0.0,0.09221076746849943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,32,162,102,61785-Volcanic-102-h_low,102.52376228336722,2.79,41.1494623655914,0.0,0.0,0.0,272.13203435596427,0.20077657091750845,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.08960573476702509,0.0,0.08960573476702509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,33,163,102,61784-Volcanic-102-h_low,46.301053934423905,1.26,28.826190476190476,0.0,0.0,0.0,272.13203435596427,0.12788066261474984,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",0.0873015873015873,0.0,0.0873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,34,172,102,61786-Volcanic-102-h_low,56.59777201861758,1.71,25.885380116959066,0.0,0.0,0.0,302.13203435596427,0.13083241223142109,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.08187134502923978,0.0,0.08187134502923978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,35,173,102,61857-Volcanic-102-h_low,172.77214616209577,5.22,59.25536398467433,0.0,0.0,0.0,302.13203435596427,0.1964938842551206,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.07854406130268199,0.0,0.07854406130268199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,36,181,102,61857-Volcanic-102-h_low,275.38613247245394,12.42,111.62568438003221,0.0,0.0,0.0,451.00310202592846,0.12063978777058848,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08695652173913045,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,37,182,102,61857-Volcanic-102-h_low,141.29475891318444,4.59,84.26427015250545,0.0,0.0,0.0,324.8528137423857,0.12189708915558055,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08496732026143791,0.0,0.08496732026143791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,38,183,101,61857-Volcanic-101-h_low,63.7211657843773,2.07,102.18985507246377,1.4444444444444446,0.0,1.4444444444444446,324.8528137423857,0.08142834226884425,Tahoe Sod Grass,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.09178743961352658,0.0,0.09178743961352658,0.064,0.345,0.418,0.11,0.063,0.5344,0.7719111111111112
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,39,192,102,61857-Volcanic-102-h_low,148.97541707292396,2.79,96.27921146953405,0.0,0.0,0.0,187.27922061357853,0.04843687041065203,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08243727598566308,0.0,0.08243727598566308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,40,193,102,61857-Volcanic-102-h_low,110.53014815087907,2.07,55.98067632850242,0.0,0.0,0.0,187.27922061357853,0.17435139852943038,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08212560386473432,0.0,0.08212560386473432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,41,202,102,61857-Volcanic-102-h_low,16.622912813315818,0.27,30.607407407407408,0.0,0.0,0.0,162.42640687119285,0.05682000000000001,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,42,203,102,61857-Volcanic-102-h_low,88.65553500435102,1.44,84.90208333333332,0.0,0.0,0.0,162.42640687119285,0.0610938886171986,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,43,212,102,61857-Volcanic-102-h_low,119.266374990634,4.59,96.05555555555556,0.0,0.0,0.0,384.8528137423857,0.08766317740102685,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08714596949891068,0.0,0.08714596949891068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,44,213,102,61784-Volcanic-102-h_low,516.8209582927474,19.89,85.09376571141279,0.0,0.0,0.0,384.8528137423857,0.1854058988216503,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",0.09200603318250378,0.0,0.09200603318250378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,45,222,102,61857-Volcanic-102-h_low,93.19805153394638,1.35,83.32074074074075,0.0,0.0,0.0,144.8528137423857,0.12375,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08888888888888888,0.0,0.08888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,46,223,102,61784-Volcanic-102-h_moderate,142.90367901871778,2.07,52.17053140096618,0.0,0.0,0.0,144.8528137423857,0.17064663686139098,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",0.07246376811594203,0.0,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,47,231,102,61785-Volcanic-102-h_low,290.3473913606287,10.62,85.56120527306967,0.0,0.0,0.0,365.7687417211656,0.20963371846023146,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.09416195856873824,0.0,0.09416195856873824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,48,232,102,61785-Volcanic-102-h_low,123.01515190165001,5.04,65.29424603174603,0.0,0.0,0.0,409.70562748477147,0.13698977023893835,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.09126984126984128,0.0,0.09126984126984128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,49,233,102,61784-Volcanic-102-h_low,241.63690552109824,9.9,86.3538383838384,0.0,0.0,0.0,409.70562748477147,0.16066739873543118,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",0.09393939393939395,0.0,0.09393939393939395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,50,241,102,61784-Volcanic-102-h_low,391.13791375212975,14.49,94.97239475500345,0.0,0.0,0.0,370.4575672810522,0.15280531169406078,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",0.09385783298826778,0.0,0.09385783298826778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,51,242,102,61857-Volcanic-102-h_low,8.786796564403573,0.09,6.777777777777778,0.0,0.0,0.0,102.42640687119285,0.12492,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.11111111111111112,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,52,243,102,61784-Volcanic-102-h_low,395.40584539816086,4.05,91.41432098765432,0.0,0.0,0.0,102.42640687119285,0.16853172042752868,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",0.09382716049382717,0.0,0.09382716049382717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_CougarCreek_CurCond.202010.cl532,53,251,102,61784-Volcanic-102-h_low,572.14110020564,17.37,95.79280368451353,0.0,0.0,0.0,303.5964379024133,0.18634648105556056,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, moderately steep (SPM)",0.09441565918249854,0.0,0.09441565918249854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
